Title,Time,reporttype,Reviews,
Rated  for Birth Control Report,Posted 56 months ago (6/18/2016),Report,"I am at the end of my second Mirena and I absolutely would recommend to anyone!!! I Stopped getting my period a year after the first insertion. The first year made my periods very sporadic and it became a lighter flow with each month until it completely stopped. I was very bad with remembering to take oral birth control and would frequently skip days , be late to pick it up from pharmacy etc. I also tried the patches which only made it easier because it was changed once a week, however, there was too many people getting blood clots from using it so I stopped. I decided to get the Mirena after the birth of my second child and have not had any problems or side effects or any bad experience in the 9 years I have had it inserted. I opted to replace it right after the removal of my first one since I was not planning to have any children at the time. The only uncomfortable experience is when you have it inserted, which is expected, but it is not anything more painful then bad period cramps. The first day I had spotted blood and had uncomfortable cramps and was relieved with 800 mg ibuprofen. It does not hurt when it is taken out. I have nothing but good things to say",
Rated  for Endometriosis Report,Posted 56 months ago (6/17/2016),Report,"I just had Mirena inserted yesterday on day 5 (of 7) of my period. I chose Mirena to help control the horrid pain bleeding and clots that I experience before and during my period. The insertion was honestly not as bad as I was anticipating. It was a little more discomfort than a Pap smear along with a period cramp that lasted for <10 secs (at least for me). I was concerned about feeling the pain from tenaculum clamping my cervix and the pain that I was imagining did not occur (I am told that it has to do with how much pressure is used to close the tenaculums grip to stabilize/position your cervix and uterus, i.e. Some docs may clamp it a little firmer/tighter than others). As far a bleeding goes I usually require a super tampon and a pad on day 5. I only have light to no spotting when I wipe today. I have some cramps but they are relieved with Advil and are no where near what I normally experience. It is only day 1 ladies so this post is intended to alleviate fear of insertion as I can not attest to anything else this early in the game. I took 1000mg of Tylenol and 800mg of Advil and it was tolerable. I would have benefitted from having a Xanax before hand because after rea",
Rated  for Birth Control Report,Posted 56 months ago (6/16/2016),Report,"Light spotting immediately, but only for two weeks. A year later I'm period free and never worry about birth control. Best decision ever.",
Rated  for Birth Control Report,Posted 56 months ago (6/15/2016),Report,It's been 2 years since removal and I still can't get pregnant.,
Rated  for Birth Control Report,Posted 56 months ago (6/15/2016),Report,"This method of birth control is very much worth it if you have patience and stick with it. In January of 2016, I had originally gone in for permanent birth control and it didn't work in my favor. So, after advice from a friend who was on her 3rd Mirena, I opted for the IUD and have had no regrets! My periods were very heavy and painful. I was not on any regular birth control previously and was not keen on getting back on it. I am 43 and have 2 kids with no plan to have any more. The first 2 months with bleeding were very unstable. I had more days of bleeding than not. After the 3rd month the bleeding slowed and became regular. 4th month my period was much lighter and on time (I use a period tracker on my phone). 5th month, my period was even lighter. This is my 6th month and my period was 3-4 spots a day for 4 days. I am hopeful, based on my friend's experience, that my period will continue to be as light as it has been these 2 months. Also, the first 2-3 months were very much a roller coaster of hormonal emotions which have leveled out substantially. I did have horrible mood swings the first 3 months. Last month, and even when my period was due to arrive, I noticed ve",
Rated  for Endometriosis Report,Posted 56 months ago (6/15/2016),Report,"I've had the Mirena for over 2 years now and I'm seriously thinking of getting it removed. I've been getting BVs every other week and sex is becoming embarrassing because of the smell. I've never had this many BVs in my life. On top of that, I also experience the mood swings, tender breasts and even a weird skin like discharge. I love the fact of no periods, but can't deal with having a BV every other week. I've made an appointment with my Gyn to get it removed.",
Rated  for Birth Control Report,Posted 56 months ago (6/14/2016),Report,"I was worried about weight gain. If anything I think it helped - especially with the poochy belly problem. It also helped with heavy periods although I still get mine. It did not hurt and has stayed in for 2 years. A lot of people write only about negative effects. This was super easy, not painful, and did not cause weight gain.",
Rated  for Endometriosis Report,Posted 56 months ago (6/12/2016),Report,"I give a chance to Mirena due to PCOS and estrogen dominant symptoms! No kids and 39 years old. Insertions was painful but quick. Just had first period with little bleeding! Almost all my symptoms of night sweats, creavings, sleeping well, no irritability or bloated! Love it!",
Rated  for Birth Control Report,Posted 56 months ago (6/12/2016),Report,DO. NOT. I REPEAT DO NOT GET THIS THING. It threw my hormone so out of whack that I pulled it out on day 3. I was so messed up that I could not be around people without wanting to kill them or bursting into tears. Do not ever get this thing.,"Horrible experience for the 3 weeks I had it in and 2 weeks post removal. My anxiety sky rocketed. I'm typically a very outgoing and sociable individual. This birth control gave me an irregular heartbeat, anxiety out of nowhere bad enough to make me want to stay home. My anxiety came with depression, which was very scary! I was irritated about everything, stupid little things for no reason. I was constantly in fear of when my next anxiety attack was going to hit even when I felt ""okay"" for the short time being. Sex wasn't enjoyable. My blonde facial seemed more noticeable. Please do your research people, especially if you're prone to anxiety and depression. Finally two weeks after removal I feel great again, thank God."
Rated  for Birth Control Report,Posted 56 months ago (6/12/2016),Report,"Horrible experience for the 3 weeks I had it in and 2 weeks post removal. My anxiety sky rocketed. I'm typically a very outgoing and sociable individual. This birth control gave me an irregular heartbeat, anxiety out of nowhere bad enough to make me want to stay home. My anxiety came with depression, which was very scary! I was irritated about everything, stupid little things for no reason. I was constantly in fear of when my next anxiety attack was going to hit even when I felt ""okay"" for the short time being. Sex wasn't enjoyable. My blonde facial seemed more noticeable. Please do your research people, especially if you're prone to anxiety and depression. Finally two weeks after removal I feel great again, thank God.",
Rated  for Birth Control Report,Posted 56 months ago (6/10/2016),Report,"I hope someone finds this of help! I'm 27, no kids. I suffer from severe migraines, mostly hormonal. I used to use my migraines (along with other symptoms obviously) as the tale tale sign that I was about to start my period. I would start to see spots, my fingertips would go numb, trouble speaking, taste of metal...then 15 minutes later, the migraine pain would set in. And inevitably one or two days later, I'd start my period. I wasn't able to be on any type of estrogen based birth control because it causes migraines. I tried oral progestin birth control, but was having a period every 2 weeks and still migraines. I got Mirena 4 months ago. I'm seeing a pattern on this site! I had it put in one morning and they never told me to stay home from work. The insertion absolutely sucked but I have a very high pain tolerance so I managed. I then went to work. I'm a hairstylist so I stand for ten hours a day. An hour into my day, the cramping started. I popped tylenol like it was candy and made it through the day. Long story short, IT DOES HURT. The cramping continued for me because I have ""a small frame a tight uterus"" according to my doctor. So much so, I couldn't sleep for weeks and my po",
Rated  for Endometriosis Report,Posted 56 months ago (6/10/2016),Report,"I got Mirena about a week ago. The procedure was pretty painful, but my gyne was very skilled gave me very clear warning of when the pain was coming and how long it would last. All up the pain went for about 10 seconds. Afterwards I wasn't able to go back to work because of cramping and light headed. I also got some cold/ hot sweats and a bit shakey. I went home and found a heat pack worked the best to help the cramps. Over the last week since I got the iud I've had some slight bleeding on and off. My partner and I had intercourse for the first time last night and he didn't feel or get pricked by the strings. I was a bit worried about this as other people had mentioned it as a problem, but it wasn't for us (even though he is quite well equipped if you know what I mean!) I'm really happy with my choice to get Mirena. Yes the procedure is no walk in the park, but I feel empowered to take control of my own fertility and optimistic about this intervention helping me manage my endometriosis.",
Rated  for Birth Control Report,Posted 56 months ago (6/9/2016),Report,"I've had my Mirena in for almost 4 years now and it was the best decision I've made. I saw an obgyn rather than a GP for insertion because he freezes the cervix. I am nulliparous and wanted to minimise pain. I could still feel pressure and some cramping. Prior to insertion, he measured my uterus to ensure that my uterus was large enough, since I had never been pregnant. I also got a post-insertion ultrasound to ensure it was fitting properly. My doctor gave me tea and monitored me for 30 mins then sent me home with a couple percocets for pain. The doctor warned me of the dangers of having unprotected sex with the IUD, as it can increase your risk of PID if you have sexually transmitted diseases (such as chlamydia and gonorrhoea) that can sometimes be asymptomatic conditions. I think this is an important warning, as PID is very serious and can result in infertility. I did have ovarian cysts for the first time in my life after the insertion of my IUD. I no longer get cysts but do experience phantom periods, where I will have cramping, breakouts and be emotional and occasional this is accompanied by very light spotting. IUDs are the most effective form of birth control",
Rated  for Birth Control Report,Posted 56 months ago (6/8/2016),Report,"Okay, I've just gotten this birth control today... Yes the insertion does hurt when getting it but so far everything is good. I will keep an update for whom ever is wondering. I switched from nexplanon(which isn't a good birth control! The side affects are horrible) to this one.",
Rated  for Birth Control Report,Posted 57 months ago (6/8/2016),Report,"I had the iud inserted about a month ago. I was excited to try something new after just having a baby. My friends all have it and have had no problems with it. Two weeks ago I had cramping that felt worse then my contractions but because it was new and got better after a day I figured it was just part of the process. Turns out it wasn't. Last week I went to doctor for the mild cramping and in ability to eat for five days without pain. Later that night I had emergency surgery to remove the iud from my abdomen. It had broke through my uterus about two weeks prior.When I got the iud I knew there was a risk, but didn't figure I would be that less than 1%. Like anything the iud works good for most people, but then again not for everyone. Hope this helps.",
Rated  for Birth Control Report,Posted 57 months ago (6/7/2016),Report,"I had Mirena put in about a week and a half ago. I am 23 and have never had children, but was never warned that the insertion would be a problem. Once I arrived for the appointment I sat down with the the mid wife who would be inserting the Mirena and she said it would be ""uncomfortable"". I literally never experienced a pain like this. I was gripping the table and moaning the entire time, which was truly like 10 seconds of actual excruciating pain, but it still was awful. Afterward I stayed on the table for about 15 minutes because I felt like I would fall over if I stood up. I didn't realize how badly this would affect me so I never took time off of work. I went straight to work after the procedure and was miserable. Fast forward to today...I feel relatively normal, aside from occasional sharp pains or cramping. My boyfriend and I have had sex once since I had the Mirena inserted and I was completely freaked out the entire time so I definitely didn't enjoy myself. If he went too far inside me, I started to feel a similar sharp sensation like when I had Mirena inserted. Definitely not as terrible, but enough to make me nervous. I am still bleeding daily, but it is completely manage",
Rated  for Birth Control Report,Posted 57 months ago (6/7/2016),Report,"I absolutely love the mirena, as it is the best birth control I have ever used. Then explain had made me bleed for 6 months straight and the pills gave me awful headaches. So when I decided to switch it was a last resort. I am 16 years old and when I had the IUD inserted I was not on my period. I have never had any kids either, so the pain when I got it in was pretty bad but 100% worth it. It only took maybe 7 minutes? Considering I'm so young and could deal with the pain says a lot. I experienced cramping for the rest of the day but the next day I was fine. I have had it for 2 months now and have not had a period yet. I absolutely love the Mirena and recommend it for all ages!",
Rated  for Birth Control Report,Posted 57 months ago (6/7/2016),Report,"I have had mirena for four years now. I honestly can say it is effective. I chose mirena because I've tried the pills but didn't do anything but make me sleepy, then depo. It worked but couldn't keep going to the doc and gained weight. Mirena is effective. But, I've experienced the most pain I've ever felt in my life. While w/ mirena. I had a ovarian cyst. Never had one prior to mirena. It would twist. Cause the most pain ever. The pain went away 1 year ago. Don't need surgery. Thank god. But I do not want to ever experience that again. I am skeptical about using mirena again once I get mirena removed. I don't like the fact that mirena is still in place (ultrasound reviewed) yet I can't feel the strings. It will be painful just to remove mirena. I am thinking about either back to depo, nexplanon or skyla. I have to discuss with obgyn. But I must warn about mirena. Mirena can cause ovarian cyst and that can be a plain. Also always check your strings.",
Rated  for Birth Control Report,Posted 57 months ago (6/7/2016),Report,"I recieved mirena 3 weeks ago. Let me tell you the incertion was so increadibly painful i was not expecting it. I have not stopped cramping yet it ranges from moderate to severe and i cant sit for long periods of time or i start getting a fever and chills due to the pain. Im bloated and swollen and my lower abdomen is tender to the touch. I have had 2 children and my Doctor told me i shouldnt feel cramping at all. Well its the worst pain ive been through in a while even my child labor wasnt this bad. I have an appointment next monday to get it out. Oh and i havent stopped bleeding ive gon through an entire 36 ct tampon box and half a box of 108 ct panty liners. I think there may be something wrong for sure. But enough about me, my husband and I tried to be intimate and the strings poke him the entire time and one apparently ...went inside his urethra. He wont have sex with me until i get it out due to the pain it causes him. Not that i want to being in this much pain and bleeding so much. Absolutly not for me.",
Rated  for Birth Control Report,Posted 57 months ago (6/7/2016),Report,"This is my completely honest review of the Mirena IUD. I've been on it for 3 months now, and so far I love it! Even though I love it now, I gave it 4 stars because of one thing: The insertion. At my first appointment, the doctor let me know that since I'd never had a child (I'm currently 21 with no children) that my cervix would never have been enlarged and therefore the insertion would be ""uncomfortable"" and that I take pain medication (tylenol type stuff) an hour prior to coming in (which I did). I went in not thinking much of it, since I'm pretty fine when it comes to pain. I've had broken bones, hurt myself playing sports, I have 2 tattoos - I thought nothing of it. However, being completely 100% honest... The pain was like NOTHING I ever expected. I was in so much pain that I apparently turned white, and they had me lie down for awhile after. I straight up felt so dizzy and was very close to vomiting (which I must stress, NEVER happens to me, ever). I was incredibly glad that I had gotten my mom to come with me to the appointment, since I was in so much agony I couldn't even drive myself home. I waddled upstairs straight to my bed, and popped 2 Tylenol 3's from my wisdom",
Rated  for Birth Control Report,Posted 57 months ago (6/6/2016),Report,"Yes, insertion is uncomfortable but more than tolerable. I'm a mother I can tell you that childbirth is the most excruciating pain I have ever endured. I don't look forward to reinsertion but I deal with it. The cramping is moderate and only lasted until the next day. I would highly recommend Mirena and I can't tell you how much I enjoy not having a period. I have used this product twice, 10 years in total, with absolutely no issues. I recently decided to try the Paragard because it lasts 12 years and doesn't utilize hormones. It's been over a month and I still have no complaints! Understandably people have different experiences but for me, this is the most effortless and reliable birth control available so I think you're doing yourself a disservice not to try it.",
Rated  for Birth Control Report,Posted 57 months ago (6/5/2016),Report,I have had two different Mirenas and now going on 3rd so a total of being on the Merena for 10 years and love it! I haven't had a period in ten years!! The only problem I experienced was when its time to remove it and get a new one they had to surgically remove it because the string went in my cervix. I'd say it wasnt painful at all and the reinserted the next one after the removal. This is the only birth control I've been able to take without layers of my uterus coming out of me so I can say I'm extremely happy with my Mirena!!,
Rated  for Birth Control Report,Posted 57 months ago (6/5/2016),Report,"I am 25 years old and have had 3 kids and let me tell you my experience with the mirena iud, So first of all, the in and out in 5-10 minutes was a lie for me the procedure lasted between 45 minutes to an hour and it was extremely painful so much that the doctor had to stop and give me shot for the pain YES A SHOT DOWN THERE! during the procedure, I was shaking in pain, tears going down my cheeks, all I could do was cover my eyes and think how much I regretted getting this done, finally the procedure was over, I immediately felt lower stomach pain through out the whole day and for the next 2 to 3 days I stayed in bed, but to make it all worse I haven't stopped bleeding since I got it inserted and that was May 19th 2016 and it is Now June 4th 2016 I'm on my second bag of pads and getting this thing removed next week I had a bad feeling about it and my mom told me not to do it, despite all of that I got it anyway and it is one of the worst decisions I have made in my life and I am not exaggerating, I DO NOT RECOMMEND IT TO ANYONE!",
Rated  for Contraception Report,Posted 57 months ago (6/4/2016),Report,"I felt like it was important to share my experience with the Mirena IUD because I have found other people’s reviews so helpful. I got the Mirena two months ago for a number of reasons, namely: 1) PMS. I had always struggled with PMT and noticed that my emotional symptoms were really affecting my relationship and my career. It was clear that my symptoms were tied to PMT because the pattern was always the same – exactly five days before my period was due, I would feel anxious, restless and irritable and any issues I had been suppressing would come bubbling up to the surface. I’d feel fat and bloated and my irritability would continue to increase until the moment my period started, which is when I would feel a wave of calm wash over me. I always knew if my period was going to start the next day because I would experience acute insomnia and anxiety the night before it was due, which was incredibly tough if I had something important to do the next day like an interview or presentation. Even though I relished the sense of calm, which accompanied the onset of my period, my period also caused me to become absent-minded and forgetful, which really affected my work. I would also",
Rated  for Birth Control Report,Posted 57 months ago (6/3/2016),Report,"I just got the mirena placed in yesterday. I have had 2 c sections, my last one was 4 years ago so the doctor had to dilate my cervix to place the mirena. All in all the pain was about a 5 for me which is really not that bad because I am a wimp. The dilation was not painful at all. The whole process took about 10 minutes because the nurse had to run out and get the instrument to dilate me. I had very light cramping yesterday and was a tiny bit nauseous and tired but today I feel a lot better, just a tiny bit of cramping here and there. I am spotting a bit but nothing a thin liner can't handle. I will post another review in a couple months to let others know how it's working out.",
Rated  for Contraception Report,Posted 57 months ago (6/2/2016),Report,"I have had Mirena for 2 years now. I am a healthy (5'8"", 150 lbs) 24 year old with no children or desire for them, and I mainly opted for the IUD because my PA said it was my best chance at stopping my periods. Not getting knocked up is great, too. The placement of the IUD was pretty painful, although I do have a low tolerance for uterine pain. I bled somewhat heavily after the procedure and did nothing the rest of the day. The next morning I was fine, and I had no periods or spotting, mood swings, or cramps for about 1.5 years. About six months ago, I started bleeding again on almost a monthly basis. I'm sure everyone's body is different, but I have noticed that eating clean (vegan and mostly vegetables) and completing at least 30-60 minutes of physical activity/day seems to stop my periods. So for those of you who are sick and tired of being miserable and bleeding needlessly every month for a week, this does seem to be the magic combination for me, so I hope it works for you.",
Rated  for Birth Control Report,Posted 57 months ago (6/2/2016),Report,"Well after reading horror stories I went ahead and had the device inserted on 5/10/16 and today 6/2/16 had it removed. The insertion to me was nowhere near as bad as the stories I read before hand, it wasn't a glorious feeling but definitely tolerable. I was fine the first couple weeks with slight cramping then all of a sudden 7 days ago woke with horrible cervical and lower back pain. I'm not talking about the ""I have cramps and need chocolate and a heating pad"", I'm talking about wanting to curl in a ball and cry for my momma kind of pain. Finally tired of it went this morning and it was removed due to so much pain and come to find out my body was trying to reject and push it out. I can't say it's a horrible choice as I only had it almost a month but I can say if your body rejects it or if it moves etc you will feel it and it's horrible. Good luck to any trying this but definitely don't let the horror stories scare you....go try for yourself it may be great for you or bad and you go have it removed which by the way I felt nothing having it removed.",
Rated  for Birth Control Report,Posted 57 months ago (6/2/2016),Report,"I had Mirena inserted for 9 months. I liked it overall but did have some side effects; mild weight gain, migraines got worse, my anxiety got worse. My doctor had already explained the possibility of increased migraines and anxiety as I already suffered from them. Then after 9 months of use I find out that I have an ectopic pregnancy. I would still recommend Mirena as I understand that very little people actually get pregnant while using this form of birth control.",
Rated  for Birth Control Report,Posted 57 months ago (5/31/2016),Report,"I've had Mirena for six months now, had no problems what so ever. Honestly would definitely recommend for anyone, who's already has one kid it makes it easier getting the mirena put in. I had little to no cramping or bleeding. I still have somewhat regular periods, but I can't wear tampons since I've had mierna, but that's just me.","I am on my third Mirena and it is a miracle. Although I still get my period, it lasts about two days and is very light. I have an 18 year-old daughter- no other pregnancies"
Rated  for Contraception Report,Posted 57 months ago (5/30/2016),Report,"I am on my third Mirena and it is a miracle. Although I still get my period, it lasts about two days and is very light. I have an 18 year-old daughter- no other pregnancies",
Rated  for Birth Control Report,Posted 57 months ago (5/29/2016),Report,"Best bc out there truly. I had tried EVERYTHING before it, pills, patch, rings - everything except for injections. Pills made me crazy emotion for YEARS. I cannot believe that I used them for so long. In comparison this has been by far the best method for me. My boyfriend at the time had read about iuds and brought it up to me - glad I listened. Insertion and the following two weeks are not easy. The pricedure was very painful for me and I felt swollen for almost a week afterwards. After two weeks or so is when i stopped thinking about it and it just was this invisible thing. Its been 4.5 years now on it and planning on doing it all again for a few more years.",
Rated  for Birth Control Report,Posted 57 months ago (5/27/2016),Report,"I have had my mirena IUD for maybe 5 months now. The procedure to have it inserted was very unpleasant and painful, however; very quick (45 seconds). I felt nauseous and lightheaded during insertion but this was to be expected after having your cervix forced open. I experienced severe cramps and mild (non-menstrual) bleeding for a day or so but quickly felt normal again. Overall, the procedure and recovery was really not that bad in retrospect. My period still came for 3 months as usual but definitely lasted longer and progressively got lighter. This is the first month where I have had my period without any blood (extremely light, no cramps, just a liner), so I don't have any complaints there, however; it seems that I have traded in the regular pms symptoms for some extreme new ones... I used to have pretty bad cramps and discomfort but now I get the worst headaches. I've always suffered migraines but these headaches are just dry and harsh and just come and go relentlessly. Before I would typically have 1 psycho day, 1 cravings day and 1 emotional day for pms and now I have a whole week of no patience and getting really emotional. I never experienced acne problems before and I ha",
Rated  for Birth Control Report,Posted 57 months ago (5/27/2016),Report,"Horrible birth control, this did not mix well with my body chemistry. I had a bad feeling about the Mirena and I should have listened to my gut instinct instead of my doctor. Immediately after getting this IUD put in, I got mad at my husband and started crying within 45 minutes after leaving my appointment. I'm prone to anxiety but this IUD made my anxiety shoot through he roof. I couldn't study for my finals or take my test effectively because I was too busy reassuring myself that I was fine and trying to decrease my rapid heart beat. I also notice when I drink coffee or have an alcoholic beverage, I tend to get depressed. Like so depressed that I couldn't even find joy in my sons which makes me more depressed. I don't have any reason to be depressed, I have two amazing sons who are my world and an amazing husband who will do anything for me. This depression scared me so much that I cut alcohol and caffeine out of my diet which really sucks because I love coffee and I love enjoying a drink every now and then. Sexual intercourse also feels different. It's like there's no end inside you. My sex drive has completely disappeared and I feel tired. I went in to get an ultrasound to make",
Rated  for Birth Control Report,Posted 57 months ago (5/26/2016),Report,"Hi! I just wanted to put a review out here for anyone thinking about getting Mirena soon! I know that there are so many reviews from people saying that the insertion is so incredibly painful, which scares some people off from a fantastic bc method! I just had mine inserted about 7 hours ago and sure, I felt some mild discomfort during, but the only painful part was when my doctor injected me with something down there to prevent further bleeding! And that was just a pinch and I'm a wimp about needles. Honestly, the whole process took about five minutes and was uncomfortable, but not painful! And in the hours after, I'm just experiencing some moderate cramping and spotting! Make note, I had mirena inserted during my period and took 800mg of ibuprofen 40 minutes prior. Also I have never had a child, so that makes it more uncomfortable. Don't let negative reviews dismay you from having yours inserted! Everyone experiences it differently.",
Rated  for Endometriosis Report,Posted 57 months ago (5/26/2016),Report,I have had the IUD since the middle of March. I have been experiencing weight gain and severe back pain. The back pain lasted the past three weeks and so I made an appointment to have it removed today and I am already feeling better.,
Rated  for Endometriosis Report,Posted 57 months ago (5/25/2016),Report,"I HAD THE MIRENA PUT IN THREE DAYS AGO TO CONTROL MY PERIOD. FIRST OFF, THEY SAID MILD CRAMPING FEELING. WAY OFF THE SCALE ON THAT DESCRIPTION. PAIN WAS UNREAL, ALSO SCOOTED AWAY FROM DOCTOR AND WAS CRYING. PAIN LASTED ALL THAT DAY. I ALSO HAVE STABBING PAINS WHEN I SIT DOWN, SO I TRY STANDING AT WORK INSTEAD. PAIN WAKES ME UP IN THE MIDDLE OF THE NIGHT, SO BARELY NO SLEEP. I HAVE NO CHILDREN AND THE DOCTOR NEVER DISCUSSED THE SIZE OF MY UTERUS IN REGARDS TO HAVING THIS PUT IN. I REALLY WANT TO HAVE IT REMOVED ALREADY BUT I AM GOING TO WAIT ONE WEEK TO SEE IF THE PAIN GOES AWAY. I DO NOT SUGGEST THIS FOR ANYONE. WILL DO A FOLLOW UP REVIEW NEXT WEEK.",
Rated  for Birth Control Report,Posted 57 months ago (5/22/2016),Report,Hi I got my iud put I the last week of December 2015 I was 19 when I got it with no kids it hurt a bit because I never had kids and didn't take good pain medicine I had horrible cramps for a day and a half . My period is very light it's like spotting last month I had it for about a week and a half and this month nothing they say 6 months to a year it will go em away but everyone is different,
Rated  for Birth Control Report,Posted 57 months ago (5/22/2016),Report,"I had Mirena for two years, the first six months I had unconfortable symptoms, bleeding, abdominal pain and gained 10 pounds. After two years I star with terrible migrain headaches and a lot tiredness so I removed and have my life back. The good things, sex without risk and light periods.",
Rated  for Contraception Report,Posted 57 months ago (5/21/2016),Report,"My doctor ordered an ultrasound to make sure my uterus was appropriately sized. (I highly recommend this, as I imagine a good amount of these negative reviews are due to poor fit). The insertion was one of the worst pains I've experienced, but extremely brief. I've never had children, so my cervix needed to be dilated, which caused extreme cramping. Take some ibuprofen before the appointment, and continue as needed.",
Rated  for Birth Control Report,Posted 57 months ago (5/21/2016),Report,"Just got the Mirena. The procedure was a bit uncomfortable, but it was over very fast. I was worried I would have terrible cramps after reading through all these forums, but after a few minutes of discomfort, the pain went away. So far no pain and I feel fine, but I'm going to report back once it's been up there for a few weeks to a month. I was really nervous about getting the Mirena. I hope it works out. I'm mostly worried because I don't want to have terrible acne or gain any more weight. Fingers crossed it actually helps with acne and doesn't mess with weight fluctuations (unless it's helping me to lose weight, that is). The doctor said it can actually help to improve skin and prevent acne. Let's see!",
Rated  for Birth Control Report,Posted 57 months ago (5/20/2016),Report,I'm just going to start this off with...IF YOU HAVENT HAD A BABY GET SKYLA INSTEAD! Today I went in to get my mirena birth control put in. What should be a quick thing turned out to be about 10 minutes of terrible pain (bad enough that I was scooting away from the doc and crying). Finally I told her she needed to stop. After a short break we decided to try skyla (lasts three years and is a little smaller). That took less than a minute to insert and it only just for about 5 second. The reason mirena was a problem for me was because I have not had kids yet and have a very small cervix.,
Rated  for Birth Control Report,Posted 57 months ago (5/19/2016),Report,"I have three beautiful children and decided that was enough. I had the mirena iud put in after my son who is almost four years old. I thought it was a godsend! No pregnancy scares lighter/shorter periods. Then after about 2 years I started getting some adverse side effects. My periods would come whenever they wanted for however long they wished. One month I would have it for two weeks the next I wouldn't have anything for three months. So it was a constant worry as to when to wear a feminine product. I also gained 40 pounds while on mirena. I work out regularly and eat right so needless to say it had to go. Finally after deciding that I would much rather be holding a beautiful baby than people thinking I looked like I was pregnant with a baby I had it removed. I had it removed three days ago. Painless and quick. The first day I spotted a little second day nothing but woke up this morning to a murder scene sort of say. Very heavy bleeding (literally 4 tampons within an hour fully saturated) tmi sorry. And blood clots the size of golf balls. I called my dr and she said that's normal and to expect that for up to two weeks,take iron supplement, and get rest. Not only was it s",
Rated  for Contraception Report,Posted 57 months ago (5/19/2016),Report,"Today I went in to have the Mirena inserted by my OBGYN. The prep time took about 15 minutes, which consisted of checking my uterus and getting a local on my cervix. The prep was more uncomfortable than the actual placement, but neither I would say was very painful. When the procedure was done I felt fine for a few minutes then all of a sudden I felt like I was in labor. I have delivered vaginally and the pain felt exactly like that. I felt dizzy, nauseous, chilly with the shakes, sweaty (my shirt was soaked), constant muscle spasms in my legs and abdominopelvic area, frequent contractions, and I almost passed out. I laid there for over 30 minutes with a cold wash cloth, a fan on me, and an emesis bag in hand. Finally, the Dr. asked if I would like to wait it out or remove it, and I opted to have it removed. He said I was his first patient to have it removed same day and react to the procedure as I did. I consider myself to have a high pain tolerance, but that was beyond unbearable. I realize everyone is different, so don't make any decisions based solely on my expierence. I left the office feeling embarrassed and defeated.",
Rated  for Birth Control Report,Posted 57 months ago (5/19/2016),Report,"I had the Mirena done yesterday and Im feeling normal symptoms today ....pinching pain from time to time and and spotting. I had two viginal births, the last was nearly 17 years ago. This proceedure was very painful for me. Im told it was due to the fact that my uterus opening was very small. I would never have gone through it had I have known how much it hurt.... i can't believe they do this without a local. I was led to believe it would be a little uncomfortable.....its was brutal. Im a tough cookie...i saw it through....but i was crying. So I would just like to put it out there....not for fear...but it is not always as its portrayed. I hope now that its worth it and I have the 5 year protection it offers.",
Rated  for Contraception Report,Posted 57 months ago (5/18/2016),Report,"I don't recommend Mirena to those who are depressed because it worsens the symptoms of depression. I experienced a lot of tiredness and fatigue. I also had a big appetite while using it. I decided to remove it and I notice a great change in mood,no fatigue at all and an appetite decrease.",
Rated  for Birth Control Report,Posted 57 months ago (5/18/2016),Report,"I had the Mirena out today and I also feel a great sense of releif. i only had it in for less than 6 months but they were a trying 6 months! I'm 47 and have never had children, my periods were becoming quite heavy and long and I was told by numerous friends that the mirena would change my situation and my quality of life would be impoved. I guess the mirena isn't for everybody I felt incredible pain when it was inserted and have had period pain for about 4 weeks after and have had non stop bleeding since the initial procedure. Also Ive felt miserable and low sex drive too. Maybe its psychological but I would suggest reading up on the Mirena before you have the procedure and be prepared for at least 6-12 month of craziness!",
Rated  for Contraception Report,Posted 57 months ago (5/17/2016),Report,"The mirena has been use been used twice for the last 10 years, it was easy being taken out but a pain being put in again other than that it's great.",
Rated  for Birth Control Report,Posted 57 months ago (5/16/2016),Report,"With all the negative reviews I just wanted to share my story. I had mirena inserted 6 weeks after my daughter was born. I love mirena! I've had it for 3 years now and its actually helped me lose weight, my face has cleared, and my periods have disappeared. I had 5 months of longer than usual cycles but since then they have been scarce! Every women is different so you will never know if you'll love it unless you try! If you hate it, its as simple as 1 2 3 to get it removed. Good luck ladies",
Rated  for Birth Control Report,Posted 57 months ago (5/16/2016),Report,Just got my mirena in this morning. I have two kids at 26 years old. Procedure was quick! It pinched for a second but nothing uncomfortable and I didn't have any cramps afterwards. I did take ibuprofen before the procedure. So far so good! I'll review again in a few weeks.,"I have had the Mirena for three years. I loved it for the first two. I started to have a light period at the beginning of the third year. My period was regular but I can feel ovarian cysts each month before the onset of my period. I also am experiencing migraine headaches. My most recent period was about 15 days late, and I've experienced my normal PMS symptoms for over 20 days now. I feel very depressed, and I am worried that my hormones are way out of whack. Just wondering if anyone else had this happen..."
Rated  for Endometriosis Report,Posted 57 months ago (5/16/2016),Report,"I have had the Mirena for three years. I loved it for the first two. I started to have a light period at the beginning of the third year. My period was regular but I can feel ovarian cysts each month before the onset of my period. I also am experiencing migraine headaches. My most recent period was about 15 days late, and I've experienced my normal PMS symptoms for over 20 days now. I feel very depressed, and I am worried that my hormones are way out of whack. Just wondering if anyone else had this happen...",
